mode	moment	kind	want	got	right	valid	ms	text
prompt	M29	novel	novel	speech	0	1	748	Hold still, let me have a look at that cut on your hand.
prompt	M30	talk	speech	speech	1	1	1413	What's the film? I can't make head nor tail of it.
prompt	M30	talk	speech	speech	1	1	754	Do you always do business during the pictures?
prompt	M30	talk	speech	speech	1	1	805	Sera Kest said I'd find you back here.
prompt	M30	talk	speech	speech	1	1	768	these seats are murder on the back
prompt	M30	verb's words, not the verb	speech	inform(Aldous Vane)	0	1	833	Nobody ever informs on anybody in the Hook, do they? Funny place.
prompt	M30	plain verb	inform(Sera Kest)	inform(Sera Kest)	1	1	961	I'm going to tell the police what Sera Kest has been up to.
prompt	M30	oblique verb	use_hook	inform(Aldous Vane)	0	1	1018	That little business with the kiosk takings. I know about it, and I think you'll help me now.
prompt	M30	oblique verb	leave	speech	0	1	792	Enjoy the rest of the film. I'll see myself out.
prompt	M30	argument	inform(Aldous Vane)	inform(Aldous Vane)	1	1	1031	Councillor Vane's name is going to a detective sergeant I know. All of it, the lot.
prompt	M30	novel	novel	speech	0	1	762	Here, I brought you a choc ice from the kiosk. Go on, take it.
