mode	moment	kind	want	got	right	valid	ms	text
prompt	M29	talk	speech	speech	1	1	1513	You waiting for someone, or do you just like the view?
prompt	M29	talk	speech	speech	1	1	1588	Cold place to stand about all day.
prompt	M29	talk	speech	speech	1	1	1498	what's the parade like after dark these days
prompt	M29	verb's words, not the verb	speech	speech	1	1	1540	Danny Ro? Never met the man. Is he as mad as they say?
prompt	M29	plain verb	pay_off(40)	pay_off(40)	1	1	2332	Forty quid to keep your mouth shut about seeing me here.
prompt	M29	oblique verb	threaten(quiet)	threaten(quiet)	1	1	2247	Nice and quiet now, just you and me. Breathe a word about tonight and you'll wish you hadn't.
prompt	M29	oblique verb	inform(Danny Ro)	inform(Danny Ro)	1	1	2548	Danny Ro's had his run. I'm going to have a word with a detective I know about him.
prompt	M29	argument	threaten(loud)	threaten(loud)	1	1	2460	OI! I'M SAYING THIS SO THE WHOLE UNDERPASS HEARS IT - YOU TALK AND YOU'RE FINISHED!
prompt	M29	novel	novel	novel/standing/standing_up	1	1	2151	Hold still, let me have a look at that cut on your hand.
prompt	M30	talk	speech	speech	1	1	3583	What's the film? I can't make head nor tail of it.
prompt	M30	talk	speech	speech	1	1	1523	Do you always do business during the pictures?
prompt	M30	talk	speech	speech	1	1	1672	Sera Kest said I'd find you back here.
prompt	M30	talk	speech	speech	1	1	1437	these seats are murder on the back
prompt	M30	verb's words, not the verb	speech	speech	1	1	1667	Nobody ever informs on anybody in the Hook, do they? Funny place.
prompt	M30	plain verb	inform(Sera Kest)	inform(Sera Kest)	1	1	2593	I'm going to tell the police what Sera Kest has been up to.
prompt	M30	oblique verb	use_hook	use_hook	1	1	2252	That little business with the kiosk takings. I know about it, and I think you'll help me now.
prompt	M30	oblique verb	leave	leave	1	1	2073	Enjoy the rest of the film. I'll see myself out.
prompt	M30	argument	inform(Aldous Vane)	inform(Aldous Vane)	1	1	2443	Councillor Vane's name is going to a detective sergeant I know. All of it, the lot.
prompt	M30	novel	novel	speech	0	1	1713	Here, I brought you a choc ice from the kiosk. Go on, take it.
